id,postcode,latitude,longitude,
630,AB23,8BL,57.18608375,-2.088078
631,AB23,8BN,57.20459423,-2.092458896
632,AB23,8BP,57.20563152,-2.086502631
633,AB23,8BQ,57.21267911,-2.078969833
634,AB23,8BR,57.21404236,-2.082317099
635,AB23,8BS,57.21692538,-2.08292
636,AB23,8BT,57.21927675,-2.072261
637,AB23,8BU,57.18647682,-2.090825303
638,AB23,8BW,57.188786,-2.090268196
639,AB23,8BX,57.17813228,-2.089944691
640,AB23,8BY,57.18282892,-2.092074
641,AB23,8BZ,57.19293104,-2.096864195
642,AB23,8DA,57.18104636,-2.084790871
643,AB23,8DB,57.18012778,-2.088146583
644,AB23,8DD,57.17812473,-2.087926779
645,AB23,8DF,57.18224794,-2.099863344
646,AB23,8DJ,57.17817016,-2.087182582
647,AB23,8DL,57.17729749,-2.088868
648,AB23,8DN,57.17691149,-2.08868471
649,AB23,8DP,57.17732609,-2.086717476
650,AB23,8DQ,57.17715504,-2.087246344
651,AB23,8DR,57.17646498,-2.084879584
652,AB23,8DS,57.17676122,-2.085177976
653,AB23,8DT,57.17638233,-2.087509147
654,AB23,8DU,57.180461,-2.086361
655,AB23,8DX,57.17653397,-2.089014591
656,AB23,8EA,57.1768928,-2.089710117
657,AB23,8EB,57.17696402,-2.090603428
658,AB23,8ED,57.17804198,-2.090589533
659,AB23,8EE,57.18649969,-2.096284829
660,AB23,8EF,57.18937631,-2.09354584
661,AB23,8EG,57.187094,-2.093507
662,AB23,8EH,57.19052566,-2.105445074
663,AB23,8EJ,57.17822956,-2.092045527
664,AB23,8EL,57.1778058,-2.094145046
665,AB23,8EN,57.17787712,-2.094872987
666,AB23,8EP,57.17914449,-2.093850729
667,AB23,8EQ,57.17928867,-2.093239092
668,AB23,8ER,57.17855296,-2.092029793
669,AB23,8ES,57.17917265,-2.092213284
670,AB23,8ET,57.17921852,-2.090906691
671,AB23,8EU,57.189091,-2.101404
672,AB23,8EW,57.18735341,-2.096601
673,AB23,8EX,57.18306227,-2.092222999
674,AB23,8EY,57.188546,-2.098507
675,AB23,8EZ,57.18602653,-2.092379297
676,AB23,8FB,57.18311012,-2.088153705
677,AB23,8FD,57.18302774,-2.090304006
678,AB23,8FE,57.184927,-2.096942
679,AB23,8FF,57.19170872,-2.097688296
680,AB23,8FG,57.18201372,-2.088829302
681,AB23,8FP,57.17798905,-2.08924966
682,AB23,8FT,57.19704018,-2.103179982
683,AB23,8FW,57.19621416,-2.102681227
684,AB23,8FX,57.1973465,-2.102088624
685,AB23,8FY,57.1787349,-2.088871034
686,AB23,8GA,57.18977325,-2.102845311
687,AB23,8GD,57.19096443,-2.08296
688,AB23,8GE,57.19753359,-2.103975703
689,AB23,8GH,57.19272527,-2.106874367
690,AB23,8GL,57.19881854,-2.103499392
691,AB23,8GN,57.19914932,-2.105403512
692,AB23,8GP,57.199924,-2.102724949
693,AB23,8GQ,57.20004792,-2.105041981
694,AB23,8GS,57.1950914,-2.102545722
695,AB23,8GT,57.19812038,-2.100419312
696,AB23,8GW,57.19156025,-2.078941163
697,AB23,8GX,57.187569,-2.083201
698,AB23,8HA,57.17961283,-2.092197842
699,AB23,8HD,57.18082399,-2.09426853
700,AB23,8HE,57.19011714,-2.099702631
701,AB23,8HG,57.187025,-2.102192
702,AB23,8HJ,57.18049127,-2.094730833
703,AB23,8HL,57.18044583,-2.095425445
704,AB23,8HN,57.24553459,-2.052246163
705,AB23,8HP,57.18102754,-2.098238987
706,AB23,8HQ,57.18030148,-2.096235585
707,AB23,8HR,57.18028186,-2.098369331
708,AB23,8HS,57.1799761,-2.098798581
709,AB23,8HT,57.17910602,-2.09717528
710,AB23,8HU,57.24536342,-2.053538
711,AB23,8HW,57.24484207,-2.054217004
712,AB23,8HX,57.17830682,-2.096809293
713,AB23,8HY,57.24469758,-2.056089
714,AB23,8HZ,57.18994948,-2.084696
715,AB23,8JA,57.17878397,-2.095437691
716,AB23,8JB,57.17942946,-2.097109969
717,AB23,8JD,57.17951073,-2.096564338
718,AB23,8JJ,57.17980748,-2.096151593
719,AB23,8JL,57.17863169,-2.094874926
720,AB23,8JN,57.17716909,-2.09270447
721,AB23,8JP,57.17745643,-2.09285405
722,AB23,8JQ,57.17722048,-2.096029079
723,AB23,8JR,57.17785776,-2.096692336
724,AB23,8JS,57.19745879,-2.096098
725,AB23,8JW,57.19668875,-2.093117571
726,AB23,8JX,57.19597631,-2.096789447
727,AB23,8JZ,57.18926771,-2.094620996
728,AB23,8LA,57.19948565,-2.100588523
729,AB23,8LB,57.20066251,-2.10047588
730,AB23,8LD,57.20024872,-2.101186403
731,AB23,8LE,57.24928594,-2.060023745
732,AB23,8LH,57.19458301,-2.098010305
733,AB23,8LU,57.19407285,-2.095593055
734,AB23,8LZ,57.17654976,-2.0920248
735,AB23,8NA,57.19863831,-2.114487606
736,AB23,8NB,57.19558709,-2.100544802
737,AB23,8ND,57.19504884,-2.099633214
738,AB23,8NE,57.19471926,-2.09605806
739,AB23,8NF,57.19531192,-2.096340915
740,AB23,8NG,57.1955077,-2.098707772
741,AB23,8NH,57.19499649,-2.097663903
742,AB23,8NJ,57.19442049,-2.099052359
743,AB23,8NL,57.19218444,-2.0981694
744,AB23,8NN,57.207088,-2.108257
745,AB23,8NP,57.21056,-2.113283
746,AB23,8NQ,57.21925783,-2.110362295
747,AB23,8NR,57.21750793,-2.09976
748,AB23,8NS,57.21218778,-2.100258943
749,AB23,8NT,57.20874187,-2.095746945
750,AB23,8NU,57.19347985,-2.095756988
751,AB23,8PA,57.18154989,-2.096404
752,AB23,8PB,57.18281027,-2.092867515
753,AB23,8PD,57.18236971,-2.093395751
754,AB23,8PJ,57.18306,-2.095250236
755,AB23,8PL,57.18384359,-2.092489633
756,AB23,8PN,57.18355477,-2.094325131
757,AB23,8PP,57.18251116,-2.096406764
758,AB23,8PQ,57.18202724,-2.094883651
759,AB23,8PR,57.18297089,-2.094307097
760,AB23,8PS,57.18166657,-2.096652685
761,AB23,8PT,57.18270853,-2.096738123
762,AB23,8PW,57.24959946,-2.061830616
763,AB23,8PX,57.18226633,-2.099334051
764,AB23,8PZ,57.18505346,-2.096247971
765,AB23,8QA,57.18496917,-2.10063169
766,AB23,8QB,57.18341638,-2.099039381
767,AB23,8QD,57.18496772,-2.102418347
768,AB23,8QE,57.18550773,-2.101146003
769,AB23,8QF,57.19419456,-2.100756124
770,AB23,8QG,57.194239,-2.101351948
771,AB23,8QH,57.19180388,-2.102255304
772,AB23,8QJ,57.18367603,-2.100115345
773,AB23,8QL,57.18445856,-2.098843661
774,AB23,8QN,57.18449291,-2.100828907
775,AB23,8QP,57.19279215,-2.102076029
776,AB23,8QQ,57.19244272,-2.100966447
778,AB23,8QS,57.19113,-2.102451989
779,AB23,8QT,57.18367952,-2.095648856
780,AB23,8QU,57.19283014,-2.099527945
781,AB23,8QW,57.19310615,-2.102573301
782,AB23,8QX,57.18404691,-2.096840886
785,AB23,8RA,57.18458471,-2.098347709
786,AB23,8RB,57.18620887,-2.100685
787,AB23,8RD,57.246539,-2.086582
790,AB23,8RG,57.19849052,-2.098103429
791,AB23,8RH,57.19915673,-2.096202007
792,AB23,8RJ,57.20061181,-2.096404403
793,AB23,8RL,57.20109657,-2.096819429
794,AB23,8RN,57.19659385,-2.099703579
795,AB23,8RP,57.2001989,-2.096006125
804,AB23,8SA,57.25901721,-2.086131
805,AB23,8SB,57.24853333,-2.087249696
806,AB23,8SD,57.24874823,-2.088244509
808,AB23,8SH,57.25419,-2.061673
809,AB23,8SJ,57.24651128,-2.057948
810,AB23,8SL,57.22962339,-2.100538247
811,AB23,8SP,57.25337241,-2.061522059
812,AB23,8SQ,57.246394,-2.058626889
813,AB23,8SR,57.2453334,-2.060182996
814,AB23,8SS,57.25280619,-2.061654
815,AB23,8ST,57.24593527,-2.06015084
816,AB23,8SU,57.24563087,-2.05797963
817,AB23,8SW,57.24534285,-2.05920537
818,AB23,8SX,57.24698979,-2.052314515
819,AB23,8SY,57.25218117,-2.053979233
822,AB23,8TP,57.24801008,-2.060618233
823,AB23,8TR,57.249905,-2.060090826
824,AB23,8TS,57.25323006,-2.058671139
825,AB23,8TW,57.24620376,-2.062172889
827,AB23,8UA,57.22927954,-2.092106745
828,AB23,8UB,57.23003301,-2.093582765
829,AB23,8UD,57.23069051,-2.103241
830,AB23,8UE,57.22792231,-2.093196471
831,AB23,8UF,57.22548718,-2.081415234
832,AB23,8UG,57.23014594,-2.098601756
833,AB23,8UH,57.260039,-2.111545
834,AB23,8UJ,57.25583391,-2.102416463
835,AB23,8UL,57.26201,-2.09567
836,AB23,8UN,57.25393165,-2.129310866
837,AB23,8UP,57.24245592,-2.115617828
838,AB23,8UQ,57.24538468,-2.105022077
839,AB23,8UR,57.23754333,-2.104171395
840,AB23,8US,57.23391449,-2.113819
841,AB23,8UT,57.22499376,-2.11498344
842,AB23,8UU,57.239532,-2.12926
843,AB23,8UW,57.22879391,-2.092850856
844,AB23,8UX,57.245516,-2.128105
845,AB23,8UY,57.23016106,-2.102146362
846,AB23,8UZ,57.22331834,-2.09934527
847,AB23,8WA,57.24974522,-2.057555242
848,AB23,8WB,57.25022967,-2.058898364
849,AB23,8WD,57.2487679,-2.053477067
850,AB23,8WE,57.2486336,-2.052432857
851,AB23,8WF,57.24813027,-2.052995
852,AB23,8WG,57.24803078,-2.054702278
853,AB23,8WH,57.24848955,-2.053194945
854,AB23,8WJ,57.24809937,-2.061728666
855,AB23,8WL,57.24704315,-2.053573984
858,AB23,8WS,57.24951242,-2.087136
859,AB23,8WT,57.25276408,-2.087508326
860,AB23,8WU,57.25307162,-2.051262461
861,AB23,8WY,57.246925,-2.055347
862,AB23,8WZ,57.24669282,-2.053556902
863,AB23,8XA,57.25343486,-2.140214708
864,AB23,8XB,57.255322,-2.130642
865,AB23,8XD,57.25895223,-2.138511766
866,AB23,8XE,57.26770553,-2.142955028
867,AB23,8XF,57.25135207,-2.05986139
868,AB23,8XG,57.25365361,-2.055705083
869,AB23,8XH,57.27681,-2.13843
870,AB23,8XJ,57.281349,-2.151948
871,AB23,8XL,57.281836,-2.134617
872,AB23,8XN,57.27981138,-2.120130367
873,AB23,8XP,57.27752768,-2.102178317
874,AB23,8XQ,57.2708276,-2.130083204
875,AB23,8XR,57.25052511,-2.061782
876,AB23,8XS,57.24674122,-2.065156545
877,AB23,8XU,57.254812,-2.055408
878,AB23,8XW,57.25146966,-2.058137995
879,AB23,8XX,57.25934083,-2.053243811
880,AB23,8XY,57.26415382,-2.057345711
881,AB23,8XZ,57.25083981,-2.060374308
882,AB23,8YA,57.26695907,-2.069901072
883,AB23,8YB,57.268001,-2.051565
884,AB23,8YD,57.2767318,-2.052771504
885,AB23,8YE,57.27503918,-2.038739408
886,AB23,8YF,57.25026663,-2.056677722
887,AB23,8YG,57.24883769,-2.088758448
888,AB23,8YH,57.28447304,-2.032047926
889,AB23,8YJ,57.27881919,-2.064732453
890,AB23,8YL,57.274968,-2.090181
891,AB23,8YN,57.26087747,-2.084792384
892,AB23,8YP,57.26390705,-2.081234982
893,AB23,8YQ,57.25259071,-2.061918514
894,AB23,8YR,57.257184,-2.071986986
895,AB23,8YS,57.25842479,-2.085333743
896,AB23,8YT,57.25072472,-2.087868076
897,AB23,8YU,57.24796429,-2.09162319
898,AB23,8YW,57.25065366,-2.054954771
899,AB23,8YX,57.235399,-2.089505
900,AB23,8YY,57.2374526,-2.06576963
901,AB23,8YZ,57.25015044,-2.055368327
902,AB23,8ZA,57.23221928,-2.1007441
903,AB23,8ZB,57.23099781,-2.100492305
904,AB23,8ZD,57.23205985,-2.097894614
905,AB23,8ZE,57.233774,-2.099903534
906,AB23,8ZF,57.23455399,-2.101794099
907,AB23,8ZG,57.229909,-2.090999
908,AB23,8ZH,57.23039684,-2.087322688
909,AB23,8ZJ,57.23061893,-2.090818133
910,AB23,8ZL,57.23086356,-2.08788696
911,AB23,8ZN,57.2298382,-2.089739598
912,AB23,8ZP,57.25057295,-2.086525338
913,AB23,8ZQ,57.24976475,-2.054058544
914,AB23,8ZR,57.24810122,-2.057867526
915,AB23,8ZS,57.24892798,-2.057123096
916,AB23,8ZT,57.24724765,-2.058280458
917,AB23,8ZU,57.24782272,-2.057916801
918,AB23,8ZW,57.24692341,-2.060086173
919,AB23,8ZX,57.2487382,-2.059575415
925,AB24,1AW,57.166527,-2.088164
926,AB24,1FR,57.16482,-2.089251
927,AB24,1GU,57.16474677,-2.091135623
928,AB24,1RF,57.16470332,-2.08910182
929,AB24,1RG,57.16469519,-2.08789481
930,AB24,1RN,57.16884221,-2.103713057
931,AB24,1RP,57.16799886,-2.10243745
932,AB24,1RQ,57.16942,-2.100175928
933,AB24,1RZ,57.16538687,-2.087912991
934,AB24,1SA,57.16787761,-2.096765427
935,AB24,1SB,57.16891102,-2.09628859
936,AB24,1SD,57.17027702,-2.095531467
937,AB24,1SE,57.16915361,-2.096223078
938,AB24,1SG,57.16906484,-2.094833818
939,AB24,1SH,57.16934349,-2.094603027
940,AB24,1SJ,57.17075422,-2.094077462
941,AB24,1SL,57.16964,-2.094455
942,AB24,1SN,57.167689,-2.096318
943,AB24,1SX,57.16464541,-2.094574463
944,AB24,1SY,57.16505961,-2.093269315
945,AB24,1SZ,57.16472955,-2.090276
946,AB24,1TA,57.16525853,-2.091517175
947,AB24,1TB,57.16570001,-2.089699468
948,AB24,1TD,57.16557282,-2.091666765
949,AB24,1TE,57.16507608,-2.09525347
950,AB24,1TF,57.1666967,-2.090280613
951,AB24,1TG,57.16735204,-2.09086095
952,AB24,1TH,57.16574106,-2.094941028
953,AB24,1TJ,57.16590344,-2.09403204
954,AB24,1TL,57.16630179,-2.08942
955,AB24,1TN,57.16677678,-2.091339051
956,AB24,1TP,57.16746793,-2.092084851
957,AB24,1TQ,57.16877966,-2.091790474
958,AB24,1TR,57.1689499,-2.092386194
959,AB24,1TS,57.16750341,-2.092696748
960,AB24,1TT,57.166892,-2.093455828
961,AB24,1TU,57.16639031,-2.091619189
962,AB24,1TW,57.16591369,-2.092328996
963,AB24,1TX,57.16699831,-2.095423778
964,AB24,1TY,57.16659415,-2.095323524
965,AB24,1TZ,57.167918,-2.090812736
966,AB24,1UA,57.16901778,-2.097628288
967,AB24,1UF,57.16875621,-2.098768
968,AB24,1UG,57.16474677,-2.091268
969,AB24,1UH,57.16798177,-2.10136259
970,AB24,1UJ,57.16943926,-2.09855543
971,AB24,1UL,57.16937687,-2.097926888
972,AB24,1UN,57.16944931,-2.09718295
973,AB24,1UP,57.168589,-2.094501879
974,AB24,1UQ,57.16851819,-2.093096154
975,AB24,1UR,57.16842942,-2.091657318
976,AB24,1US,57.16811495,-2.091739216
977,AB24,1UT,57.16815908,-2.093145
978,AB24,1UU,57.1679372,-2.100932544
979,AB24,1UW,57.17087866,-2.09581415
980,AB24,1UX,57.16827458,-2.094799
981,AB24,1UY,57.17011424,-2.096936651
982,AB24,1UZ,57.17052822,-2.095615
983,AB24,1WA,57.16669806,-2.088379091
984,AB24,1WB,57.168736,-2.090203181
985,AB24,1WD,57.16884369,-2.090203181
986,AB24,1WE,57.16810766,-2.089407673
987,AB24,1WF,57.167991,-2.089407673
988,AB24,1WG,57.16728166,-2.088793869
989,AB24,1WH,57.167416,-2.088959
990,AB24,1WS,57.17333145,-2.095241684
991,AB24,1WT,57.172568,-2.094843205
992,AB24,1WU,57.175265,-2.103417
993,AB24,1XA,57.16902115,-2.093213174
994,AB24,1XB,57.16752076,-2.09352356
995,AB24,1XD,57.1677984,-2.094632141
996,AB24,1XE,57.1700265,-2.0942079
997,AB24,1XF,57.17130229,-2.093930024
998,AB24,1XG,57.17187766,-2.093319607
999,AB24,1XH,57.16952445,-2.092867182
1000,AB24,1XJ,57.16906756,-2.091179355
1001,AB24,1XL,57.167382,-2.086479
1002,AB24,1XN,57.17373858,-2.091356269
1003,AB24,1XP,57.17741512,-2.099850277
1004,AB24,1XQ,57.17131005,-2.095550676
1005,AB24,1XR,57.175539,-2.098174771
1006,AB24,1XS,57.17460425,-2.098833828
1007,AB24,1XT,57.17253387,-2.092709373
1008,AB24,1XU,57.17222923,-2.09165021
1009,AB24,1XW,57.16595932,-2.091353565
1010,AB24,1XX,57.16602447,-2.088857
1011,AB24,1XZ,57.17346744,-2.093439
1012,AB24,1YA,57.17118617,-2.093053267
1013,AB24,1ZS,57.16472955,-2.090110465
1014,AB24,2AA,57.16630644,-2.116834597
1015,AB24,2AB,57.16678107,-2.118390391
1016,AB24,2AE,57.16769519,-2.120642141
1017,AB24,2AH,57.1683316,-2.122066291
1018,AB24,2AS,57.16936469,-2.122020094
1019,AB24,2AX,57.17033362,-2.123280077
1020,AB24,2BA,57.17093326,-2.125994
1021,AB24,2BD,57.17102999,-2.127582005
1022,AB24,2BE,57.16701527,-2.1177132
1023,AB24,2BG,57.17311631,-2.142159077
1024,AB24,2BH,57.17171279,-2.127485138
1025,AB24,2BL,57.17239409,-2.128860105
1026,AB24,2BP,57.173159,-2.143945825
1027,AB24,2BQ,57.17236831,-2.144273007
1028,AB24,2BR,57.17300289,-2.147616
1029,AB24,2BT,57.17225524,-2.141014679
1030,AB24,2BX,57.17228715,-2.137145
1031,AB24,2DB,57.17186918,-2.13259571
1032,AB24,2DD,57.17155709,-2.130395145
1033,AB24,2DU,57.172375,-2.138171
1034,AB24,2DY,57.17206391,-2.135308543
1035,AB24,2EE,57.17131646,-2.128542144
1036,AB24,2EH,57.170788,-2.127151892
1037,AB24,2EU,57.17055611,-2.125380984
1038,AB24,2EW,57.17042003,-2.126703456
1039,AB24,2FF,57.17121739,-2.109937645
1040,AB24,2GE,57.17293776,-2.14118266
1041,AB24,2GF,57.17293081,-2.139363476
1042,AB24,2GG,57.17260587,-2.132515664
1043,AB24,2GH,57.17282654,-2.13615476
1044,AB24,2PT,57.16717763,-2.117002703
1045,AB24,2PX,57.16681127,-2.11490159
1046,AB24,2QA,57.1680659,-2.118113401
1047,AB24,2QB,57.16887289,-2.119670362
1048,AB24,2QD,57.16956423,-2.120036398
1049,AB24,2QE,57.16838815,-2.119321541
1050,AB24,2QF,57.16758917,-2.118789829
1051,AB24,2QH,57.16922497,-2.117835991
1052,AB24,2QJ,57.16806765,-2.116244881
1053,AB24,2QL,57.16822808,-2.117601313
1054,AB24,2QN,57.16910564,-2.120514456
1055,AB24,2QP,57.169698,-2.120979846
1056,AB24,2QQ,57.17004777,-2.12164201
1057,AB24,2QS,57.170905,-2.117262073
1058,AB24,2QT,57.16976537,-2.116316367
1059,AB24,2QU,57.16830657,-2.120081921
1060,AB24,2QX,57.17078067,-2.11607151
1061,AB24,2QY,57.16957189,-2.121408936
1062,AB24,2RA,57.17008,-2.115557
1063,AB24,2RB,57.16940721,-2.115058487
1064,AB24,2RD,57.1698032,-2.114249437
1065,AB24,2RE,57.16929812,-2.116463722
1066,AB24,2RF,57.17002452,-2.117772394
1067,AB24,2RG,57.17450938,-2.115239759
1068,AB24,2RJ,57.17116777,-2.115179727
1069,AB24,2RL,57.17133537,-2.118471128
1070,AB24,2RN,57.17229032,-2.115696
1071,AB24,2RP,57.17145477,-2.125020216
1072,AB24,2RQ,57.17184961,-2.125716
1073,AB24,2RR,57.17097235,-2.122323066
1074,AB24,2RS,57.17064029,-2.122007769
1075,AB24,2RT,57.17214824,-2.12321998
1076,AB24,2RU,57.17190202,-2.126906984
1077,AB24,2RW,57.1714817,-2.115693357
1078,AB24,2RX,57.1723002,-2.123981212
1079,AB24,2RZ,57.171184,-2.125929265
1080,AB24,2SA,57.17336842,-2.124745543
1081,AB24,2SB,57.17344994,-2.124067759
1082,AB24,2SD,57.17376555,-2.122844995
1083,AB24,2SE,57.17142002,-2.123829426
1084,AB24,2SF,57.17107947,-2.123017973
1085,AB24,2SG,57.17276643,-2.124363
1086,AB24,2SH,57.17256833,-2.125354735
1087,AB24,2SJ,57.17238322,-2.121765459
1088,AB24,2SL,57.17518243,-2.115969565
1089,AB24,2SN,57.17464449,-2.114843255
1090,AB24,2SP,57.16713919,-2.109859373
1091,AB24,2SQ,57.16803795,-2.109332905
1092,AB24,2SR,57.16855135,-2.107746984
1093,AB24,2SS,57.16861226,-2.110012575
1094,AB24,2SU,57.16689595,-2.110652334
1095,AB24,2SW,57.16784961,-2.108985102
1096,AB24,2SX,57.16921227,-2.112097913
1097,AB24,2SY,57.16835,-2.111698
1098,AB24,2SZ,57.16816218,-2.111069517
1099,AB24,2TA,57.16908706,-2.111485699
1100,AB24,2TB,57.16931168,-2.111436768
1101,AB24,2TD,57.16876634,-2.10844212
1102,AB24,2TE,57.16922492,-2.107930846
1103,AB24,2TF,57.16944859,-2.108973282
1104,AB24,2TG,57.17049687,-2.110977
1105,AB24,2TH,57.16840475,-2.111037174
1106,AB24,2TJ,57.17127701,-2.113592511
1107,AB24,2TL,57.16952517,-2.113769025
1108,AB24,2TN,57.16976422,-2.106924
1109,AB24,2TP,57.17199911,-2.109708448
1110,AB24,2TR,57.17142689,-2.116668876
1111,AB24,2TS,57.17101776,-2.112202612
1112,AB24,2TT,57.17152802,-2.114155546
1113,AB24,2TU,57.17076618,-2.112267995
1115,AB24,2TY,57.16782502,-2.106240135
1116,AB24,2TZ,57.16782502,-2.106240135
1117,AB24,2UA,57.17137731,-2.112138
1118,AB24,2UB,57.17258516,-2.126479351
1119,AB24,2UD,57.17215883,-2.111941477
1120,AB24,2UE,57.1723919,-2.112487922
1121,AB24,2UF,57.17111776,-2.11086342
1122,AB24,2UG,57.1717376,-2.1107
1123,AB24,2UH,57.1731781,-2.126415229
1124,AB24,2UJ,57.17296794,-2.12988745
1125,AB24,2UL,57.1731806,-2.132683103
1126,AB24,2UN,57.174015,-2.133215
1127,AB24,2UU,57.16761292,-2.112522983
1128,AB24,2UW,57.17337684,-2.133990309
1129,AB24,2UX,57.17225612,-2.113628596
1130,AB24,2UY,57.17168896,-2.115777
1131,AB24,2WB,57.17240105,-2.130811561
1132,AB24,2XB,57.17103793,-2.119528539
1133,AB24,2XD,57.171676,-2.119232933
1134,AB24,2XE,57.17205178,-2.120805198
1135,AB24,2XF,57.17196398,-2.136333494
1136,AB24,2XH,57.17208002,-2.11946576
1137,AB24,2XJ,57.17255565,-2.119946889
1138,AB24,2XL,57.17256546,-2.119086964
1139,AB24,2XN,57.17345306,-2.120875931
1140,AB24,2XP,57.17409093,-2.120795326
1141,AB24,2XR,57.17407191,-2.121886791
1142,AB24,2XS,57.17455697,-2.12190493
1143,AB24,2XT,57.17444256,-2.119440321
1144,AB24,2XU,57.17444256,-2.119440321
1145,AB24,2XX,57.17402067,-2.11912473
1146,AB24,2XY,57.17402067,-2.11912473
1147,AB24,2YA,57.1736347,-2.118809262
1148,AB24,2YB,57.1736347,-2.118809262
1149,AB24,2YD,57.17381522,-2.117900242
1150,AB24,2YE,57.17381522,-2.117900242
1151,AB24,2YH,57.17395089,-2.11690838
1152,AB24,2YJ,57.17395089,-2.11690838
1153,AB24,2YL,57.17428363,-2.116512511
1154,AB24,2YN,57.17412747,-2.120166989
1155,AB24,2YP,57.1751525,-2.119144917
1156,AB24,2YQ,57.17470529,-2.117092691
1157,AB24,2YR,57.17447258,-2.116182337
1158,AB24,2YS,57.17352068,-2.115865122
1159,AB24,2YT,57.17302751,-2.114887843
1160,AB24,2YU,57.17341402,-2.114624437
1162,AB24,2YX,57.17485496,-2.120301664
1163,AB24,3BQ,57.157584,-2.095234438
1164,AB24,3BR,57.15903925,-2.095585073
1165,AB24,3BS,57.15984757,-2.095785547
1166,AB24,3BT,57.16189476,-2.096997753
1168,AB24,3BX,57.160925,-2.096730288
1169,AB24,3BY,57.1583477,-2.09540144
1170,AB24,3BZ,57.15846377,-2.096327494
1171,AB24,3DA,57.16081594,-2.09810259
1172,AB24,3DB,57.16067088,-2.099788501
1173,AB24,3DD,57.16095839,-2.099723148
1174,AB24,3DE,57.16088045,-2.096003146
1175,AB24,3DF,57.1616887,-2.096286303
1176,AB24,3DG,57.1623691,-2.099247495
1177,AB24,3DH,57.16160556,-2.099228912
1178,AB24,3DJ,57.161237,-2.099525
1179,AB24,3DL,57.16114817,-2.09828533
1180,AB24,3DN,57.16121177,-2.097359676
1181,AB24,3DP,57.16175052,-2.097658686
1182,AB24,3DQ,57.16255908,-2.097545091
1183,AB24,3DR,57.16280027,-2.099265187
1184,AB24,3DS,57.16267262,-2.101612559
1185,AB24,3DT,57.16217917,-2.100850685
1186,AB24,3DU,57.16186442,-2.10127968
1187,AB24,3DX,57.16199887,-2.101643773
1188,AB24,3DY,57.16392956,-2.102277
1189,AB24,3DZ,57.16708331,-2.101807
1190,AB24,3EA,57.16508835,-2.102462451
1191,AB24,3EB,57.16492732,-2.101651828
1192,AB24,3ED,57.16578886,-2.102662808
1193,AB24,3EE,57.164567,-2.102279455
1194,AB24,3EF,57.16606656,-2.103606059
1195,AB24,3EG,57.16539372,-2.102347
1196,AB24,3EH,57.16569926,-2.102381472
1197,AB24,3EJ,57.16648975,-2.102400197
1198,AB24,3EN,57.16669628,-2.102499979
1199,AB24,3ER,57.155525,-2.097659
1200,AB24,3ET,57.15581963,-2.100320899
1201,AB24,3EU,57.16545623,-2.102976039
1202,AB24,3EW,57.1657621,-2.10243125
1203,AB24,3EX,57.15660881,-2.101959561
1204,AB24,3EY,57.16588817,-2.102051302
1205,AB24,3EZ,57.16625642,-2.101788
1206,AB24,3FX,57.16501918,-2.099122339
1207,AB24,3HA,57.15725424,-2.10359789
1208,AB24,3HB,57.15697705,-2.10204323
1209,AB24,3HD,57.1562507,-2.100470842
1210,AB24,3HE,57.16672355,-2.102103214
1211,AB24,3HF,57.16632862,-2.101705287
1212,AB24,3HG,57.1552892,-2.100864947
1213,AB24,3HH,57.15475126,-2.099557635
1214,AB24,3HJ,57.15547006,-2.099361211
1215,AB24,3HL,57.1561978,-2.099214394
1216,AB24,3HN,57.16198202,-2.100254963
1217,AB24,3HP,57.15670932,-2.099860459
1218,AB24,3HR,57.15839097,-2.097534089
1219,BB1,4RG,53.76521673,-2.41169162
1220,BB1,4RH,53.76502976,-2.413783251
1221,BB1,4RJ,53.76355034,-2.412737173
1222,BB1,4RQ,53.76679068,-2.411388444
1223,BB1,5AA,53.74701403,-2.482054304
1224,BB1,5AF,53.748287,-2.483236
1225,BB1,5AL,53.74787843,-2.481669943
1228,BB1,5AS,53.74798872,-2.481064649
1230,BB1,5AW,53.74783301,-2.481790734
1231,BB1,5AX,53.74809913,-2.480429025
1232,BB1,5AZ,53.748078,-2.479339318
1234,BB1,5BE,53.74870112,-2.478237093
1235,BB1,5BF,53.75179994,-2.474421
1236,BB1,5BG,53.75787795,-2.457531641
1238,BB1,5BL,53.74911669,-2.473343
1239,BB1,5BN,53.75225095,-2.47383396
1240,BB1,5BP,53.75225043,-2.476230094
1241,BB1,5BS,53.74871265,-2.477600329
1242,BB1,5BT,53.75155639,-2.476722691
1243,BB1,5BU,53.74293091,-2.484903506
1244,BB1,5BX,53.74896881,-2.473994
1245,BB1,5BY,53.74921166,-2.474163686
1246,BB1,5DE,53.74990437,-2.47400468
1247,BB1,5DF,53.750289,-2.476996
1248,BB1,5DG,53.75045813,-2.474890475
1249,BB1,5DN,53.75154,-2.472021
1250,BB1,5DP,53.752196,-2.46989
1251,BB1,5DQ,53.75113879,-2.475504757
1252,BB1,5DT,53.751564,-2.47284
1253,BB1,5DU,53.75181205,-2.473449886
1254,BB1,5DW,53.751542,-2.471566
1255,BB1,5EB,53.75201898,-2.475666356
1256,BB1,5ED,53.75201898,-2.475666356
1257,BB1,5EF,53.75594351,-2.471949363
1259,BB1,5EL,53.75193417,-2.469993
1260,BB1,5EP,53.75166038,-2.475434824
1261,BB1,5ER,53.75255897,-2.475490473
1262,BB1,5EW,53.752353,-2.47109
